text,acronym,option_text,label
N° AC B81500 [thermique: compatibilité : OUI/restrictions : les AGC sont interdits à la desserte commerciale des établissements dont la hauteur des quais est ≥ 760 mm.],AGC,ARGENTON SUR CREUSE,0
N° AC B81500 [thermique: compatibilité : OUI/restrictions : les AGC sont interdits à la desserte commerciale des établissements dont la hauteur des quais est ≥ 760 mm.],AGC,"<span style='font-size:11.0pt'><span>Automoteur de Grande Capacité, construit par Bombardier. Famille d'automoteurs articulés de la SNCF dédiée au trafic TER et apte à 160 km/h. Cette famille est composée de 4 séries : - XGC : X 76500, version thermique (diesel) - ZGC : Z 27500, version électrique bi-tension (1,5 kV continu, 25 kV alternatif) - BGC : B 81500, version bi-mode (thermique et électrique 1,5 kV continu) - Bibi ou BBGC : B 82500, version bi-mode (thermique et électrique) et bi-tension (1,5 kV continu, 25 kV alternatif).</span></span>",0
N° AC B81500 [thermique: compatibilité : OUI/restrictions : les AGC sont interdits à la desserte commerciale des établissements dont la hauteur des quais est ≥ 760 mm.],AGC,Autorail Grande Capacité,1
RT 5014A CORBIGNY - CERCY-LA-TOUR Page 14 AN-RT-5014A- Version 01 du 27-12-2013   Incident à un train aux abords d’un PN SAL FC :,PN,Pousse non attelée,0
RT 5014A CORBIGNY - CERCY-LA-TOUR Page 14 AN-RT-5014A- Version 01 du 27-12-2013   Incident à un train aux abords d’un PN SAL FC :,PN,Période normale,0
RT 5014A CORBIGNY - CERCY-LA-TOUR Page 14 AN-RT-5014A- Version 01 du 27-12-2013   Incident à un train aux abords d’un PN SAL FC :,PN,Passage à Niveau,1
RT 5014A CORBIGNY - CERCY-LA-TOUR Page 14 AN-RT-5014A- Version 01 du 27-12-2013   Incident à un train aux abords d’un PN SAL FC :,PN,PONS,0
RT 5014A CORBIGNY - CERCY-LA-TOUR Page 14 AN-RT-5014A- Version 01 du 27-12-2013   Incident à un train aux abords d’un PN SAL FC :,PN,Partiellement noté,0
RT 5014A CORBIGNY - CERCY-LA-TOUR Page 14 AN-RT-5014A- Version 01 du 27-12-2013   Incident à un train aux abords d’un PN SAL FC :,PN,"Passages à niveau : fichier des pn, recensement des accidents de pn, statistiques (infrastructure)",0
RT 5014A CORBIGNY - CERCY-LA-TOUR Page 14 AN-RT-5014A- Version 01 du 27-12-2013   Incident à un train aux abords d’un PN SAL FC :,PN,Paris Nord,0
FAMAD frein automatique modulable au desserrage GID gestionnaire d'infrastructure délégué GSM-GFU global system for mobil - groupe fermé d'utilisateurs GSM-R global system for mobil communication for railway HLP haut le pied,GID,GIRONDE,0
FAMAD frein automatique modulable au desserrage GID gestionnaire d'infrastructure délégué GSM-GFU global system for mobil - groupe fermé d'utilisateurs GSM-R global system for mobil communication for railway HLP haut le pied,GID,"Gestionnaire d'Infrastructure Délégué :   Organisme, mentionné à l'article 9 du décret 2006-1279 modifié, chargé de la gestion du trafic et des circulations ainsi que du fonctionnement et de l'entretien des installations de sécurité et, le cas échéant, des installations techniques du réseau ferré national.",1
SAL signal automatique lumineux SGTC service gestionnaire des trafics et des circulations STD sans transmission de données TELEC télécommandé TIV tableau indicateur de vitesse,SAL,SALBRIS,0
SAL signal automatique lumineux SGTC service gestionnaire des trafics et des circulations STD sans transmission de données TELEC télécommandé TIV tableau indicateur de vitesse,SAL,"Signal d'Alerte Lumineux. C'est le clignotement des projecteurs d'un train, indiquant aux circulations circulant dans l'autre sens d'un éventuel danger immédiat. Le SAL ordonne à tous les conducteurs l'apercevant de s'arrêter d'urgence.",0
"figurant pas dans la CLE propre à l'établissement DISPOSITIONS PARTICULIERES CONCERNANT LES RAMES AUTOMOTRICES EAS. Dans les établissements où il est fait mention de la lettre D sur les documents d'un train composé exclusivement d'un seul type de matériel cité ci-dessus, le conducteur est autorisé à partir de lui-même.",EAS,"Équipement Agent Seul. Concrètement, pour qu'un train soit EAS, il faut que le matériel soit équipé : de moyens de surveillance lors d'arrêts en gare, de la commande de fermeture des portes, de la veille automatique (VA), de la radio sol-train (RST), de la sonorisation (annonces voyageurs), de la communication par interphonie en cas de signal d'alarme (SAI). Si toutes ces conditions sont réunies, le conducteur peut être le seul agent présent à bord du train.",1
"figurant pas dans la CLE propre à l'établissement DISPOSITIONS PARTICULIERES CONCERNANT LES RAMES AUTOMOTRICES EAS. Dans les établissements où il est fait mention de la lettre D sur les documents d'un train composé exclusivement d'un seul type de matériel cité ci-dessus, le conducteur est autorisé à partir de lui-même.",EAS,ETALANS,0
RT 4111C Valenton - Juvisy ou Choisy le Roi Orly vers Trappes Triage Massy Palaiseau - Juvisy (voie MG),MG,MOYEUVRE GRANDE,0
RT 4111C Valenton - Juvisy ou Choisy le Roi Orly vers Trappes Triage Massy Palaiseau - Juvisy (voie MG),MG,Mesure générale,0
RT 4111C Valenton - Juvisy ou Choisy le Roi Orly vers Trappes Triage Massy Palaiseau - Juvisy (voie MG),MG,Voie MG :dénomination de la voie,1
"o Une minute avant le départ, l’agent EF signale par l’action sur le bouton « Train Prêt au Départ » à l’agent circulation du poste 1 PRG de La Rochelle la présence d’un mouvement. Cela provoque l’allumage au blanc du voyant de contrôle. L’extinction du voyant confirme l’ouverture du signal de sortie. En cas de dérangement du bouton « Train Prêt au Départ », l’agent EF se met en",PRG,Paris rive gauche,0
"o Une minute avant le départ, l’agent EF signale par l’action sur le bouton « Train Prêt au Départ » à l’agent circulation du poste 1 PRG de La Rochelle la présence d’un mouvement. Cela provoque l’allumage au blanc du voyant de contrôle. L’extinction du voyant confirme l’ouverture du signal de sortie. En cas de dérangement du bouton « Train Prêt au Départ », l’agent EF se met en",PRG,Poste d'aiguillage tous relais géographique à câblage standard. capacité de 30 à 100 itin. pas de gestion des protections mais coût très < à prci ou pai. télécommandable mais par un autre prg (homogénéité système). enregistrement limité à 24 itinéraires par zone commandée,1
"o Une minute avant le départ, l’agent EF signale par l’action sur le bouton « Train Prêt au Départ » à l’agent circulation du poste 1 PRG de La Rochelle la présence d’un mouvement. Cela provoque l’allumage au blanc du voyant de contrôle. L’extinction du voyant confirme l’ouverture du signal de sortie. En cas de dérangement du bouton « Train Prêt au Départ », l’agent EF se met en",PRG,PREIGNAC,0
"Dans les établissements où il est fait mention de la lettre D sur les documents d’un train com-posé de matériel roulant équipé EAS, le conducteur est autorisé à partir de lui-même.  Dans les autres établissements, le conducteur se met en marche après réception de l’autorisation de départ donnée par l’agent sédentaire.",EAS,"Équipement Agent Seul. Concrètement, pour qu'un train soit EAS, il faut que le matériel soit équipé : de moyens de surveillance lors d'arrêts en gare, de la commande de fermeture des portes, de la veille automatique (VA), de la radio sol-train (RST), de la sonorisation (annonces voyageurs), de la communication par interphonie en cas de signal d'alarme (SAI). Si toutes ces conditions sont réunies, le conducteur peut être le seul agent présent à bord du train.",1
"Dans les établissements où il est fait mention de la lettre D sur les documents d’un train com-posé de matériel roulant équipé EAS, le conducteur est autorisé à partir de lui-même.  Dans les autres établissements, le conducteur se met en marche après réception de l’autorisation de départ donnée par l’agent sédentaire.",EAS,ETALANS,0
A503.11 Dispositions diverses Réservé. A503.12 Dispositions relatives à la réception des trains ne figurant pas dans la CLE propre à l’établissement,CLE,"Consigne Locale d'Exploitation :  Le Service chargé de la gestion des circulations établit les Consignes Locales d'Exploitation (CLE) pour chaque gare, chantier ou établissement PL.  Elles servent de base pour l'élaboration des consignes et instructions opérationnelles des EF et du Service chargé de la gestion des circulations.",1
A503.11 Dispositions diverses Réservé. A503.12 Dispositions relatives à la réception des trains ne figurant pas dans la CLE propre à l’établissement,CLE,CLERMONT FERRAND,0
COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué,EF,Escalier Fixe,0
COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué,EF,Essai de Frein,0
COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué,EF,Equipement fixe,0
COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué,EF,Etablissement flottant,0
COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
COGC centre opérationnel de gestion des circulations EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire GID gestionnaire d'infrastructure délégué,EF,Essai journalier (des freins),0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Embranchement particulier,1
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Équipe-projet,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Enclenchement de proximité,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Enquête publique,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Empreinte de patinage,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Échange Prenant,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Etude Préliminaire,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Exercice pratique,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,Etablissement public,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,canalisation des Eaux Pluviales,0
AC attestation de compatibilité COGC centre opérationnel de gestion des circulations DT double traction EM engin moteur EP embranchement particulier,EP,"Entretien Professionnel :   Il constitue un moment clé d'échange, consacré aux perspectives d'évolution professionnelle, notamment en termes de qualification et d'emploi. Il permet de faire le point sur les acquis des formations déjà suivies et d'identifier les besoins de développement des compétences du salarié. C'est une obligation légale. Il est préconisé de le réaliser au moment de l'entretien individuel d'appréciation (EIA) ou du rendez-vous professionnel individuel annuel (RPIA).",0
